time_step,flow,occupancy,speed,split,z_flow,z_occupancy,z_speed,is_anomaly,sensor_id
9486,155.0,0.035,66.5,train,-0.3763692322685536,-0.4718407210912069,0.4852812615096887,0,240
6648,31.0,0.0071,66.3,train,-1.3844752606860438,-1.269794823898455,0.46337460433024363,0,71
4674,81.0,0.0223,65.6,train,-0.9576467055950454,-0.6335222710099888,0.4286399188855143,0,240
5910,483.0,0.0657,62.1,train,0.5458694372658142,0.07103409816537616,0.0064061269883700185,0,298
2168,400.0,0.0661,52.5,train,0.13907072978590274,0.0815971392993335,-1.264605088019293,0,298
7881,315.0,0.085,45.7,train,-0.27753035618750055,0.5807008328788036,-2.1649046986497207,0,298
3138,203.0,0.0293,68.5,train,-0.38463758028319983,-0.47719256554000916,1.0748635368668522,0,71
1839,147.0,0.031,67.5,train,-0.4392100401957419,-0.5227640439002721,0.54821608664766,0,240
2071,35.0,0.0099,65.8,train,-1.3189813511763782,-0.7913845717180907,0.4412268839131087,0,240
11756,329.0,0.0409,59.5,train,-0.20891370673305765,-0.5838744521399601,-0.33782607707620554,0,298
3468,77.0,0.0124,67.2,train,-1.4440133969130298,-1.336491132934399,0.6816308349611911,0,298
9797,27.0,0.0065,68.7,train,-1.1227443573173683,-1.0863261879577335,0.9190788179509966,0,278
1929,408.0,0.0581,65.4,train,0.8070294225225153,0.551048202060137,0.21322004101981556,0,71
10222,366.0,0.0583,61.1,train,0.5628830121915883,0.5581887629462491,-0.9819628725744642,0,71
10508,317.0,0.0807,61.9,train,0.8961571282570095,0.10995824200236229,0.19578106587502114,0,240
11766,279.0,0.0616,51.8,train,-0.4539731690703537,-0.03723707345768328,-1.3572829891136022,0,298
8463,217.0,0.0568,65.8,train,1.0280192411781985,0.9672553762949246,-0.08467060534813829,0,278
3925,182.0,0.0411,68.3,train,0.631825946718489,0.3262766375520471,0.7806306216338729,0,278
3950,368.0,0.0523,65.6,train,0.5745090317311563,0.34397193636288537,0.2688099439776859,0,71
8186,471.0,0.0724,58.4,train,0.4870551663048631,0.24796503715915685,-0.48346277879583377,0,298
8730,228.0,0.0621,62.8,train,1.1525371337226789,1.1836367339597176,-1.1230320777265517,0,278
10052,157.0,0.0337,67.4,train,-0.3606590302867565,-0.4883908010041531,0.5419226041338632,0,240
1360,256.0,0.0735,60.0,train,1.4694917692904463,1.6490607862953097,-2.092169451946403,0,278
5950,179.0,0.0419,68.1,train,0.5978665214790853,0.35893797455805365,0.711406523475311,0,278
3493,83.0,0.0127,63.6,train,-1.4146062614325543,-1.3285688520839312,0.20500162933331734,0,298
8884,118.0,0.0308,66.8,train,-0.09264179172212303,-0.0942380764002863,0.26144988544466613,0,278
4905,16.0,0.0038,68.0,train,-1.2472622498618484,-1.1965582003530053,0.6767944743960325,0,278
3362,277.0,0.2742,14.7,train,0.5819530886210681,2.573373982890889,-2.7747426806372193,0,240
10387,73.0,0.0191,61.3,train,-1.4636181539000135,-1.1595601939406186,-0.09951147426226911,0,298
11321,541.0,0.0854,62.6,train,1.5801597219037842,1.5257347630144424,-0.5650386003904135,0,71
7854,85.0,0.0186,67.7,train,-0.9262263016314513,-0.680626344608374,0.5608030516752543,0,240
1974,407.0,0.0467,70.1,train,0.1733790545131242,-0.43071035569758304,1.0655821394947549,0,298
9073,456.0,0.0645,63.5,train,0.41353732760367434,0.039344974763505236,0.19176192917698734,0,298
528,97.0,0.023,68.4,train,-0.33035776839794884,-0.4126861122088496,0.8152426707131563,0,278
9348,508.0,0.0842,56.6,train,0.6683991684344622,0.5595747506108892,-0.7217773816097701,0,298
2369,56.0,0.017,65.2,train,-0.7944699133364659,-0.6576461397538982,-0.292342899823819,0,278
675,388.0,0.0955,61.8,train,1.4538692986108057,0.29837453639590344,0.18948758336122393,0,240
1518,111.0,0.0277,65.2,train,-0.7219936758680893,-0.5647757852177507,0.40346598883032636,0,240
11611,257.0,0.0389,67.7,train,-0.0707350527148651,-0.13444564300662717,0.8525039250353592,0,71
11226,43.0,0.0114,67.2,train,-0.9416274227072152,-0.8862754987959436,0.39989808176178987,0,278
7982,336.0,0.0489,65.2,train,0.38849271909806904,0.22258240129897922,0.15763013806194137,0,71
7715,103.0,0.0258,67.6,train,-0.2624389179191415,-0.2983714326878269,0.5383462780789087,0,278
5024,183.0,0.0512,63.3,train,0.6431457551316235,0.7386260172528792,-0.9499718323301494,0,278
1128,183.0,0.0385,69.7,train,-0.9244873367579621,-0.6472526989437023,1.0126233388694366,0,298
9283,151.0,0.0258,67.7,train,-0.6869140883119665,-0.6021523810469713,0.8525039250353592,0,71
2284,144.0,0.0217,65.5,train,-1.115633717381053,-1.090900426569898,0.45655593230358377,0,298
4597,33.0,0.01,67.8,train,-1.0548255068385608,-0.9434328385564549,0.6075703762374706,0,278
1389,299.0,0.0352,67.7,train,-0.35594938413543525,-0.7343977882988478,0.7478293357428402,0,298
9470,136.0,0.0323,68.3,train,0.11111475971429909,-0.03299806951402407,0.7806306216338729,0,278
8699,62.0,0.0157,69.2,train,-1.1068936244221177,-0.7175457536449462,0.6552052893822111,0,240
7277,229.0,0.0533,67.0,train,0.20490824105793823,-0.23886651923973387,0.5167486740786743,0,240
3862,352.0,0.0586,63.1,train,-0.09618635405790146,-0.11645988196236115,0.13880312855166824,0,298
9613,278.0,0.0591,65.4,train,0.5898081896119666,-0.16502770116658944,0.4160529538579208,0,240
10652,27.0,0.0063,66.3,train,-1.1227443573173683,-1.094491522209235,0.08838964004826393,0,278
7007,660.0,0.1203,43.5,train,1.4133799339398423,1.5128892129505123,-2.456178102088977,0,298
2358,524.0,0.0812,69.2,train,0.746818196382397,0.4803519421062114,0.9464248380877875,0,298
4826,400.0,0.0544,65.2,train,0.13907072978590274,-0.22737181386891012,0.4168368318345947,0,298
4846,232.0,0.0653,65.9,train,0.22847354403063383,-0.08609655081253849,0.44752036642690635,0,240
11547,66.0,0.0869,57.9,train,-1.4979264786272348,0.6308752782650995,-0.5496612795774829,0,298
1949,444.0,0.054,65.9,train,0.35472305664272324,-0.2379348550028671,0.5095147329289038,0,298
3909,217.0,0.0507,67.5,train,1.0280192411781985,0.7182126816241251,0.5037342289996303,0,278
10981,156.0,0.0306,60.9,train,-1.056819446420102,-0.8558727613393537,-0.15247027488758821,0,298
6810,262.0,0.2653,13.7,train,0.46412657375759,2.4600695896407188,-2.8376775057751904,0,240
7809,15.0,0.003,67.8,train,-1.4760833709943488,-0.879227303563728,0.5670965341890511,0,240
4025,80.0,0.0186,66.4,train,-0.965501806585944,-0.680626344608374,0.47898777899589196,0,240
2019,19.0,0.0042,69.2,train,-1.2133028246224447,-1.1802275318500022,1.0921390633473989,0,278
7889,374.0,0.0459,65.4,train,0.011639809370508795,-0.451836437965497,0.4433162321472547,0,298
567,37.0,0.0087,68.0,train,-1.0095462731860225,-0.9965075111912156,0.6767944743960325,0,278
7830,82.0,0.0173,56.5,train,-1.4195074506793002,-1.2070938790434254,-0.7350170817661001,0,298
10399,111.0,0.0226,63.1,train,-1.2773729625236685,-1.0671335840184948,0.13880312855166824,0,298
10045,506.0,0.064,68.6,train,0.6585967899409704,0.026141173346058928,0.8669866371498075,0,298
4486,208.0,0.0535,65.0,train,0.9261409654599876,0.8325273611451477,-0.36156699798238084,0,278
2510,293.0,0.2608,17.4,train,0.7076347044754446,2.4027808514805202,-2.6048186527646973,0,240
6491,382.0,0.0598,62.2,train,0.6558911685081319,0.6117429695920901,-0.67621840630616,0,71
2938,755.0,0.1009999999999999,72.5,train,1.8789929123807048,1.0032224782370822,1.3833349432466713,0,298
83,56.0,0.0085,66.8,train,-1.2391500164414444,-1.2198108976956703,0.6023493617249271,0,71
2377,431.0,0.0646,68.8,train,0.2910075964350263,0.04198573504699457,0.8934660374624674,0,298
6276,306.0,0.0439,56.3,train,-0.32164105940821386,-0.5046516436352823,-0.7614964820787602,0,298
11550,39.0,0.0063,68.1,train,-1.3379711825277718,-1.2983570674429037,0.9636837309511037,0,71
1510,101.0,0.0156,68.9,train,-0.9775645768011654,-0.9663209862386898,1.1860433427826005,0,71
1763,21.0,0.003,68.3,train,-1.4426053583838834,-1.4161763220637538,1.0192736339089778,0,71
11278,25.0,0.0066,67.3,train,-1.1453839741436374,-1.0822435208319825,0.4345101308410684,0,278
1632,296.0,0.0628,65.2,train,0.7312000074481403,-0.11792362756820424,0.40346598883032636,0,240
4345,22.0,0.0043,67.6,train,-1.4367923486140994,-1.369762676304025,0.8247089735564201,0,71
9078,312.0,0.0508,59.0,train,-0.2922339239277383,-0.32243918407452343,-0.4040245778578546,0,298
11802,74.0,0.0182,68.4,train,-0.5907133619000438,-0.6086541342448885,0.8152426707131563,0,278
358,170.0,0.0266,69.8,train,-0.576466902686071,-0.5735901375025229,1.4361979060930286,0,71
4015,116.0,0.025,67.0,train,-0.6827181709135965,-0.5991490281138697,0.5167486740786743,0,240
7257,40.0,0.0098,68.0,train,-0.9755868479466189,-0.9515981728079567,0.6767944743960325,0,278
4038,108.0,0.0155,68.9,train,-1.2920765302639061,-1.254627564146232,0.9067057376187985,0,298
