time_step,flow,speed,occupancy,split,z_flow,z_speed,z_occupancy,is_anomaly,sensor_id
9947,566.0,0.0639,70.3,train,0.9526681447457251,0.02350041306256965,1.0920615398074167,0,298
15,119.0,0.025,67.6,train,-0.6591528679409008,-0.5991490281138684,0.5545095691614567,0,240
3229,92.0,0.0175,65.4,train,-1.0298816647292215,-0.8984856578206203,0.21322004101981462,0,71
3796,92.0,0.0172,74.1,train,-1.37049555821184,-1.2097346393269175,1.5951701457479504,0,298
9538,24.0,0.0056,65.7,train,-1.4053874620762616,-0.8461271437378339,0.43493340139931197,0,240
8453,526.0,0.0903,59.5,train,1.4929645753570249,1.7006785047241817,-1.4266820962374458,0,71
6918,6.0,0.0017,67.3,train,-1.3604603339932047,-1.2822942099937726,0.4345101308410716,0,278
1853,300.0,0.0407,68.6,train,0.17922436738584593,-0.0701805950316176,1.1026584883457824,0,71
4640,130.0,0.0365,59.9,train,-1.1842503668354953,-0.7000679046134892,-0.28486727645088694,0,298
8026,173.0,0.0251,67.3,train,-0.5590278733767193,-0.6271443441483608,0.7413241191196075,0,71
11039,328.0,0.0529,62.1,train,0.3419886409397973,0.36539361902122014,-0.704013357785094,0,71
6785,238.0,0.0694,60.0,train,1.2657352178540344,1.4816714341395272,-2.0921694519464187,0,278
5184,72.0,0.0115,70.7,train,-1.4685193431467585,-1.3602579754858057,1.1450203404327368,0,298
11633,464.0,0.0581,61.0,train,0.45274684157764145,-0.12966368337980777,-0.13923057473125844,0,298
10927,114.0,0.0172,67.9,train,-0.901995449793974,-0.9091964991497885,0.9080938279932294,0,71
9444,322.0,0.2016,23.4,train,0.9354326332115019,1.6491156739063528,-2.2272097019368697,0,240
3335,524.0,0.0681,66.5,train,0.7468181963823965,0.1344123449691187,0.588952933866883,0,298
7737,249.0,0.0359,67.8,train,-0.11723913087313695,-0.24155405629830778,0.8802988765142904,0,71
6512,398.0,0.1229,53.3,train,1.5324203085197907,0.6471992976379981,-0.34545843031153123,0,240
4387,659.0,0.0939,64.7,train,1.4084787446930955,0.8157284981093494,0.3506383310529462,0,298
828,85.0,0.0209,68.3,train,-0.46619546935556727,-0.4984221218496168,0.7806306216338785,0,278
6689,711.0,0.1051,65.4,train,1.6633405855238832,1.1114936498601473,0.44331623214725546,0,298
5671,478.0,0.0706,65.4,train,1.213940106407394,0.9973332574421402,0.21322004101981462,0,71
4416,623.0,0.0903,59.4,train,1.2320359318102425,0.720661127903736,-0.3510657772325362,0,298
8500,475.0,0.076,59.7,train,0.5066599232918465,0.3430324073647708,-0.31134667676354605,0,298
4542,191.0,0.0465,67.1,train,0.7337042224367059,0.5467406623425911,0.3652860326825092,0,278
7153,116.0,0.0272,68.9,train,-0.11528140854839307,-0.24121409292731566,0.9883029161095658,0,278
4692,283.0,0.0676,64.1,train,0.6290836945664591,-0.05681564019732594,0.3342376811785575,0,240
5593,146.0,0.0346,69.0,train,0.22431284384564648,0.06090327437824445,1.0229149651888445,0,278
6919,15.0,0.0045,67.5,train,-1.258582058274993,-1.1679795304727498,0.5037342289996339,0,278
6924,33.0,0.0074,68.1,train,-1.334691553158175,-0.8232116484737545,0.5859769817304423,0,240
62,20.0,0.0041,66.3,train,-1.4368078660398558,-0.8652233897912331,0.4726942964820943,0,240
1449,76.0,0.0113,67.7,train,-1.1228898210457652,-1.1198430452900954,0.8525039250353554,0,71
11881,52.0,0.0127,66.5,train,-1.1854446343311027,-0.7557382457517433,0.4852812615096887,0,240
11275,26.0,0.0096,66.3,train,-1.3896772600944645,-0.7952038209287688,0.4726942964820943,0,240
6320,69.0,0.0139,67.1,train,-1.0519079174858275,-0.7404612489090239,0.5230421565924711,0,240
6335,15.0,0.0049,67.9,train,-1.258582058274993,-1.1516488619697467,0.6421824253167587,0,278
9111,295.0,0.2629,19.4,train,0.7233449064572415,2.4295155959552748,-2.4789490024887546,0,240
6928,56.0,0.0135,64.4,train,-1.5469383710946931,-1.3074427698160205,0.31091923058395704,0,298
6357,7.0,0.0017,66.9,train,-1.3491405255800701,-1.2822942099937726,0.29606193452395174,0,278
10627,167.0,0.0372,67.3,train,-0.28210802037777105,-0.44383289354622013,0.5356291216200655,0,240
10148,751.0,0.1189,64.9,train,1.85938815539372,1.475918568981666,0.3771177313656062,0,298
7040,325.0,0.0737,63.7,train,0.9589979361841976,0.02084242708649833,0.30906375112336953,0,240
1844,342.0,0.0426,69.6,train,-0.1451982465253606,-0.538981527320644,0.9993836387131074,0,298
1225,168.0,0.0288,64.6,train,-0.5880929222256391,-0.49504396775528714,-0.009139570811681246,0,71
8473,464.0,0.0781,55.8,train,0.45274684157764145,0.39848837331804554,-0.8276949828604108,0,298
2437,228.0,0.0584,59.4,train,0.1970531400670396,-0.17393928265817543,0.03844400303009314,0,240
7716,141.0,0.0334,68.1,train,0.16771380177997322,0.01191126886923472,0.7114065234753162,0,278
7856,55.0,0.011,67.5,train,-1.161879331358407,-0.7773806579455961,0.54821608664766,0,240
2726,491.0,0.0687,67.0,train,0.5850789512397813,0.15025690667005437,0.6551514346485322,0,298
7644,458.0,0.0668,65.6,train,1.0976799110117144,0.8616626006060104,0.26880994397768465,0,71
